objectID,area,volume,compactness,rectangularity,convexity,diameter,eccentricity
m1337.obj,2.770104878041547,0.33525791238492925,1.672161384397358,0.4108102213020909,0.8884069398089068,1.0202801872482306,2.61928595642198
m1338.obj,3.598972226646081,0.36986066988087596,3.013053258743928,0.40756630660215737,0.8621890521093521,1.0467167381229556,1.8953035822346134
m1339.obj,2.7565219306939186,0.09325810192706234,21.294077902542927,0.24133211764163953,0.5536455918705301,1.0000328501558937,5.680689554684308
m1340.obj,0.5613538568056697,0.027846602020468545,2.01703457645431,0.22157905890918075,0.611323994445441,1.000039199713737,26.449919358334324
m1341.obj,0.6711163451249699,0.03507497780265908,2.1724323712450717,0.2537182758902904,0.6843182228338065,1.0000004800895086,34.460021535125854
m1342.obj,1.602886360578355,0.14536274747175068,1.7232551334698694,0.3772817208416053,0.9164870513005472,1.0004078362767812,10.382479752983986
m1343.obj,2.5802308510577356,0.23063816172640203,2.8553607258844362,0.46420995224779293,1.0388421876111564,1.0007474731104775,3.453257358983323
m1344.obj,1.5490789783202732,0.16850088918728703,1.1576143820754146,0.3566414353364805,0.9174876059219197,1.0024430770997474,8.793791077472541
m1345.obj,2.518142083500807,0.0009108172527925919,170186.78057338123,0.00248426104511039,0.007170278203298445,1.0000833046484416,3.339985789471001
m1346.obj,0.7429634165656016,0.03366221632954115,3.200107018201235,0.31499108003333665,0.7420670025944387,1.0068597359789986,21.88727935429819
m1347.obj,1.0254234886983653,0.05504917255604748,3.1459790016555473,0.4398496131036008,0.8359384894121923,1.0053637066503212,22.023597992860353
m1348.obj,0.7548214664329159,0.0005692636313734016,11734.19974295832,0.005379014583183602,0.012619667424686912,1.0057225444215587,19.900274033035807
m1349.obj,0.6654132271624464,0.027107389274567992,3.545247261997255,0.293789544822018,0.6243461019954761,1.000814632306333,11.435435847018244
m1350.obj,0.7368556595784553,0.031712854821235745,3.517419917349811,0.34460590201270963,0.7386633805771778,1.0000463570308353,8.699161922908251
m1351.obj,0.6371462328853077,0.02051630177216482,5.433339326789828,0.45075828034102083,0.8656909626850882,1.0000296993070825,21.908797689540457
m1352.obj,0.91237741450791,0.04596549584231687,3.1783908792843274,0.374918290093525,0.8439473609146841,1.0007381855653656,10.824076452241124
D00045.obj,8.628798743780354,0.09613919804770368,614.6072167735092,0.19854868209862628,0.33804814901896474,1.3966638398430025,3.352601747814476
D00086.obj,2.171104605181811,0.02965033826227232,102.92729692888544,0.10887379524958411,0.21191855428686843,1.0192646573643178,12.378965226870614
D00138.obj,5.182567207892786,0.0468092231559716,561.7196124277033,0.1889773476009062,0.20994258078591121,1.2530827367638937,6.064393595935017
D00156.obj,19.032319461838853,0.020163751441234112,149927.09029301058,0.036611689124883516,0.055990804694904174,1.1966614842711367,7.78218110362433
D00310.obj,6.230389367130753,0.0036506855604592874,160451.70501313996,0.017967354852160715,0.025213129061994025,1.0879098874824145,11.157362197426043
D00348.obj,3.400511480674745,0.21956347225098546,7.212074135624596,0.6162213885347023,0.800982668526435,1.2058946722811097,29.871304194660652
D00366.obj,3.4811187848693024,0.21750998176339542,7.883984666900323,0.3180069707957204,0.8936958202977381,1.1086754715019178,2.6352997072700926
D00478.obj,7.889997346100389,0.00839705113255703,61592.04194743562,0.024817541049074816,0.040855975960183546,1.133720182555202,5.3912001479421345
D00496.obj,5.156151297573929,0.3561099254859941,9.557766731260337,1.1811327826139977,1.6547417792726857,1.2444987411135657,3.199673690747353
D00626.obj,4.476678619397697,0.08831518149977624,101.70554877348428,0.378855428889665,0.6917192010254061,1.047996324389189,6.0777473271531575
D00639.obj,8.32294137768038,0.015470596006780789,21299.23685640636,0.041072801078343116,0.06256984658487344,1.1602075615169036,3.5642860751569816
D00651.obj,18.996428492113733,0.019711180663828445,156004.8933826088,0.03579021071883378,0.054739690793694055,1.196620988055115,7.7843733133767365
D00681.obj,12.587470664190912,0.1175570905366781,1276.0432153338743,0.24716553492522422,0.46222914520481306,1.179793680997131,8.508588703425588
D00780.obj,2.5002795612403412,0.028592593733799177,169.04651878815332,0.17887440579087302,0.22319251090479764,1.1199234834845682,24.799849671526253
D00792.obj,3.4382343891980445,0.25042026744237605,5.73079820165786,0.396585144290691,1.2477026890850782,1.0410052017611995,4.16565795327364
D00859.obj,3.4526448460875323,0.06684645555733423,81.44165295693064,0.3242160495597783,0.6885869590968831,1.0165443066014634,14.897999004161987
